,brand,item_name,min_price,max_price,min_product_size,max_product_size,store,product_size,unit,price,special_price,substitution,substitute_brand,substitute_productname,url
1,Australia's Own,Full Cream Milk,2.4,2.4,2000,2000,Auburn,2000,ml,4.3,,1,Dairy Farmers,Full Cream Milk,https://www.woolworths.com.au/shop/productdetails/88436/dairy-farmers-full-cream-milk-full-cream-milk
3,Australia's Own,Full Cream UHT Milk,2.4,2.4,2000,2000,Auburn,1000,ml,2.5,,1,Australia's Own,A2 Protein Full Cream Uht Milk,https://www.woolworths.com.au/shop/productdetails/109483/australia-s-own-a2-protein-full-cream-uht-milk
5,Australia's Own,Low fat milk,2.4,2.4,2000,2000,Auburn,2000,ml,4.7,,1,Dairy Farmers,Light Milk,https://www.woolworths.com.au/shop/productdetails/24133/dairy-farmers-light-milk
7,Australia's Own,Skim Milk,2.4,2.4,2000,2000,Auburn,2000,ml,4.7,,1,Dairy Farmers,Skim Milk,https://www.woolworths.com.au/shop/productdetails/89926/dairy-farmers-skim-milk-skim-milk
9,Australia's Own,Skim Uht Milk,2.4,2.4,2000,2000,Auburn,1000,ml,1.6,,1,Woolworths,Uht Skim Milk,https://www.woolworths.com.au/shop/productdetails/748597/woolworths-uht-skim-milk
11,Bare Bakers,Double Choc Muffin Bar,5.5,5.5,185,185,Auburn,400,g,5.85,,1,Woolworths,Double Choc Muffin Bars,https://www.woolworths.com.au/shop/productdetails/86820/woolworths-double-choc-muffin-bars
13,Be Natural,Breakfast Cereal With 5 Whole Grain Flakes,4,4,325,325,Auburn,NA,NA,NA,,,,,NA
15,Bell Farms,Bell Farms Chopped Spinach,0.95,0.95,250,250,Auburn,250,g,0.95,,,,,https://www.woolworths.com.au/shop/productdetails/516857/bell-farms-chopped-spinach
17,Bell Farms,Bell Farms Crunchy Chips,2,3,750,750,Auburn,NA,NA,NA,,,,,NA
19,Big M,Chocolate milk,4.3,5.25,2000,2000,Auburn,2000,ml,6,,,,,https://www.woolworths.com.au/shop/productdetails/3170/big-m-chocolate-milk
21,Big M,Strawberry milk,4.3,4.3,2000,2000,Auburn,2000,ml,5.5,,1,Oak,Strawberry Milk,https://www.woolworths.com.au/shop/productdetails/481884/oak-strawberry-milk
23,Boston Bay,Mussels Cooked,7,7,500,500,Auburn,500,g,8,,,,,https://www.woolworths.com.au/shop/productdetails/802255/boston-bay-mussels-cooked
25,Chris,Chris' Homestyle Hommus,6.5,6.5,1000,1000,Auburn,200,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/703453/chris-dips-traditional-hommus
27,Chris,Homestyle Tzatziki,6.5,6.5,800,800,Auburn,200,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/703500/chris-dips-tzatziki
29,Coon,Cheese Block Tasty,10.85,10.85,1000,1000,Auburn,1000,g,14.95,,1,Cheer,Cheese Block Tasty,https://www.woolworths.com.au/shop/productdetails/166625/cheer-cheese-block-tasty
31,Coon,Cheese slices 36 pack,10,10,750,750,Auburn,750,g,14,,1,Cheer,Cheese Slices Tasty,https://www.woolworths.com.au/shop/productdetails/165838/cheer-cheese-slices-tasty
33,Daily juice,Orange juice pulp free,5,5,2000,2000,Auburn,2000,ml,5.8,,,,,https://www.woolworths.com.au/shop/productdetails/90211/daily-juice-pulp-free-orange-juice
35,Dandy,Economy Bacon Rashers,9,9,1000,1000,Auburn,1000,g,12,,1,Woolworths,Middle Bacon,https://www.woolworths.com.au/shop/productdetails/48358/woolworths-middle-bacon-middle-rashers
37,Dandy,Middle Bacon,10,10,1000,1000,Auburn,1000,g,12,,1,Woolworths,Middle Bacon,https://www.woolworths.com.au/shop/productdetails/48358/woolworths-middle-bacon-middle-rashers
39,Deep Cove,Sardines in springwater,0.75,0.75,125,125,Auburn,125,g,0.85,,,,,https://www.woolworths.com.au/shop/productdetails/83235/deep-cove-sardines-in-springwater
41,Devondale,Sandwich Cheese Slices,5.5,5.5,500,500,Auburn,500,g,7.5,,,,,https://www.woolworths.com.au/shop/productdetails/729880/devondale-sandwich-cheese-slices
43,Devondale,Sandwich Cheese Slices 36 Pack,6.9,6.9,750,750,Auburn,500,g,7.5,,1,Devondale,Sandwich Cheese Slices,https://www.woolworths.com.au/shop/productdetails/729880/devondale-sandwich-cheese-slices
45,Devondale ,Full Cream Long Life Milk,1.45,1.45,1000,1000,Auburn,1000,ml,2.2,,,,,https://www.woolworths.com.au/shop/productdetails/33557/devondale-100-pure-full-cream-long-life-milk
47,Devondale ,Semi Skim Long Life Milk,1.45,1.45,1000,1000,Auburn,1000,ml,2.2,,,,,https://www.woolworths.com.au/shop/productdetails/230367/devondale-semi-skim-long-life-milk
49,Dick Smith's,Bush Foods Breakfast Cereal,5.35,5.35,500,500,Auburn,500,g,5.5,,1,Farmers Co,Bush Foods Breakfast Cereal,https://www.woolworths.com.au/shop/productdetails/170793/farmers-co-bush-foods-breakfast-cereal
51,Dole,Pineapple in Juice,3.5,3.5,695,695,Auburn,822,g,5.25,,1,Dole,Pineapple Slices in Juice,https://www.woolworths.com.au/shop/productdetails/813467/dole-pineapple-slices-in-juice
53,Essentials,White Sandwich Bread,1.3,1.3,650,650,Auburn,650,g,2.4,,,,,https://www.woolworths.com.au/shop/productdetails/581170/essentials-white-sandwich-bread
55,Evergreen,Firm Tofu,4.5,4.5,900,900,Auburn,900,g,5.25,,,,,https://www.woolworths.com.au/shop/productdetails/595587/evergreen-firm-tofu
57,Evergreen,Original Tofu,4.4,5,900,900,Auburn,900,g,5.25,,,,,https://www.woolworths.com.au/shop/productdetails/595732/evergreen-original-tofu
59,Farm Pride,Farm Fresh Cage Eggs 12 pack,3.5,3.5,700,700,Auburn,700,g,4.5,,1,Just 4 You,Extra Large Caged Eggs,https://www.woolworths.com.au/shop/productdetails/893974/just-4-you-12-extra-large-caged-eggs
61,Farmer's Co,Bush Foods Breakfast Cereal,5.35,5.35,500,500,Auburn,500,g,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/170793/farmers-co-bush-foods-breakfast-cereal
63,Farmers Co.,Bush Foods Breakfast Cereal,5.35,5.35,500,500,Auburn,500,g,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/170793/farmers-co-bush-foods-breakfast-cereal
65,Farmers union,Greek Style Natural Yoghurt,5.2,5.2,1000,1000,Auburn,1000,g,6.5,,,,,https://www.woolworths.com.au/shop/productdetails/31547/farmers-union-greek-style-natural-yoghurt
67,Farmers union,Iced Coffee,4.3,4.3,2000,2000,Auburn,2000,ml,5.5,,1,Oak,Iced Coffee,https://www.woolworths.com.au/shop/productdetails/556119/oak-milk-iced-coffee
69,Farmers Union,Greek Style Natural Yoghurt,5.2,5.2,1000,1000,Auburn,1000,g,6.5,,,,,https://www.woolworths.com.au/shop/productdetails/31547/farmers-union-greek-style-natural-yoghurt
71,Five:am,Simply Greek Yoghurt,9.5,9.5,1800,1800,Auburn,1000,g,6.5,,1,Farmers Union,Greek Style Natural Yoghurt,https://www.woolworths.com.au/shop/productdetails/31547/farmers-union-greek-style-natural-yoghurt
73,Gardener,Mixed Blossom Honey,6.5,6.5,700,700,Auburn,NA,NA,NA,,,,,NA
75,Golden,Waffles light and buttery,5,5,220,220,Auburn,220,g,7,,,,,https://www.woolworths.com.au/shop/productdetails/697936/golden-waffles-light-buttery
77,Golden Circle,Cordial fruit cup crush,3,4,2000,2000,Auburn,2000,ml,5,,1,Golden Circle,Fruit Cup Cordial,https://www.woolworths.com.au/shop/productdetails/40448/golden-circle-fruit-cup-cordial-pineapple-drink-cordials
79,Golden Circle,Fruit Cup fruit drink,3,3,2000,2000,Auburn,2000,ml,5,,1,Golden Circle,Fruit Cup Cordial,https://www.woolworths.com.au/shop/productdetails/40448/golden-circle-fruit-cup-cordial-pineapple-drink-cordials
81,Great Ocean Rd,Chocolate flavoured milk,3.85,3.85,2000,2000,Auburn,2000,ml,6,,1,Big M,Chocolate Milk,https://www.woolworths.com.au/shop/productdetails/3170/big-m-chocolate-milk
83,Great Temptations,Gluten Free Orange & Poppy Seed Muffins,5,5,180,180,Auburn,NA,NA,NA,,,,,NA
85,Hanabi,Pineapple cut squid,14.95,14.95,1000,1000,Auburn,NA,NA,NA,,,,,NA
87,Hans,Pork Ham Steaks,4,4,300,300,Auburn,300,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/334982/hans-pork-ham-steaks
89,Helgas,Gluten Free Traditional White Rolls,7,7,320,320,Auburn,140,g,4,,1,Woolworths,Free From Gluten Bake at Home White Dinner Rolls,https://www.woolworths.com.au/shop/productdetails/200380/woolworths-free-from-gluten-bake-at-home-white-dinner-rolls
91,Helgas,Gluten Free Traditional Wholemeal Bread,7,7,500,500,Auburn,500,g,7.5,,,,,https://www.woolworths.com.au/shop/productdetails/688719/helga-s-gluten-free-wholemeal-loaf
93,Heritage Mill,Quick Oats,3.5,3.5,1000,1000,Auburn,1000,g,3.9,3,1,Lowan,Quick Whole Grain Oats,https://www.woolworths.com.au/shop/productdetails/321862/lowan-quick-whole-grain-oats
95,Hillview,Cheese Block,8,8,1000,1000,Auburn,1000,g,11,,,,,https://www.woolworths.com.au/shop/productdetails/500187/hillview-cheese-block
97,Hillview,Cheese Slices Reduced Fat,3.9,3.9,500,500,Auburn,500,g,4.75,,,,,https://www.woolworths.com.au/shop/productdetails/558547/hillview-cheese-slices-reduced-fat
99,I & J,Fish Fillets Beer Battered,11,11,1030,1030,Auburn,NA,NA,NA,,,,,NA
101,I&J,The Finest Frozen Basa Fillets,9,9,1000,1000,Auburn,1000,g,8,,1,Woolworths,Frozen Basa Fillets,https://www.woolworths.com.au/shop/productdetails/445352/woolworths-frozen-basa-fillets
103,I&J,The Finest Frozen Squid Tubes,12,12,1000,1000,Auburn,NA,NA,NA,,,,,NA
105,Inghams,Chicken Drumsticks bagged,9,9,2000,2000,Auburn,1.9,g,7.6,,1,Woolworths,Chicken Drumsticks,https://www.woolworths.com.au/shop/productdetails/169014/woolworths-chicken-drumsticks
107,Inghams,Fresh whole chicken,3.9,3.9,1000,1000,Auburn,1000,g,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/899529/ingham-s-fresh-whole-chicken
109,Jase's Kitchen,Frozen Pizza Base Gluten Free 2 pack,8,8,380,380,Auburn,220,g,5,3.5,1,Senza,Gluten Free Pizza Base,https://www.woolworths.com.au/shop/productdetails/88352/senza-gluten-free-pizza-base
111,Jordans,Crispy Oat Clusters Berry,7,7,500,500,Auburn,500,g,8.5,4.25,1,Jordans,Crispy Oat Clusters Wild About Berries,https://www.woolworths.com.au/shop/productdetails/147354/jordans-crispy-oat-clusters-wild-about-berries
113,Julian's,Pizza base 11 inch gluten free,4.99,4.99,260,260,Auburn,220,g,5,3.5,1,Senza,Gluten Free Pizza Base,https://www.woolworths.com.au/shop/productdetails/88352/senza-gluten-free-pizza-base
115,Just 4 You,12 Extra Large Caged Eggs,3.5,3.5,700,700,Auburn,700,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/893974/just-4-you-12-extra-large-caged-eggs
117,Just Caught,Crumbed Pollock Fillets,12,12,1000,1000,Auburn,1000,g,9,,,,,https://www.woolworths.com.au/shop/productdetails/19341/just-caught-crumbed-pollock-fillets
119,Just Caught,Whiting Fillets Skin On,12,12,1000,1000,Auburn,1000,g,13,,,,,https://www.woolworths.com.au/shop/productdetails/346571/just-caught-whiting-fillets-skin-on
121,La Tosca,Spinach Ricotta Tortellini,6,6,750,750,Auburn,750,g,6.75,,,,,https://www.woolworths.com.au/shop/productdetails/101330/la-tosca-chilled-spinach-and-ricotta-tortellini
123,Latina,Fresh Ham cheese tortellini,8,8,625,625,Auburn,NA,NA,NA,,,,,NA
125,Latina,Fresh Ricotta and Spinach Agnolotti,6.5,8,375,625,Auburn,625,g,8.5,,,,,https://www.woolworths.com.au/shop/productdetails/44977/latina-fresh-ricotta-spinach-agnolotti-pasta
127,Leggos,Tortellini ricotta and roast vege,8,8,630,630,Auburn,630,g,9,7,,,,https://www.woolworths.com.au/shop/productdetails/321815/leggo-s-fresh-ricotta-vegetable-tortellini
129,Lilydale,Free Range Chicken Drumsticks Bulk Pack,6,6,1000,1000,Auburn,1.9,g,7.6,,1,Woolworths,Chicken Drumsticks,https://www.woolworths.com.au/shop/productdetails/169014/woolworths-chicken-drumsticks
131,Lowan,Cereal Cocoa Bombs,4,4,350,350,Auburn,300,g,4,,,,,https://www.woolworths.com.au/shop/productdetails/272574/lowan-cocoa-bombs
133,Lowan,Muesli Apricot & Almond,4.5,4.5,650,650,Auburn,650,g,4.5,,1,Morning Sun,Apricot and Almond Breakfast Cereal,https://www.woolworths.com.au/shop/productdetails/336408/morning-sun-apricot-and-almond-breakfast-cereal
135,Lowan,Quick Oats,4,4,1000,1000,Auburn,1000,g,3.9,3,1,Lowan,Rolled Wholegrain Oats,https://www.woolworths.com.au/shop/productdetails/79402/lowan-rolled-wholegrain-oats
137,Lowan ,Cocoa Bombs,4,4,350,350,Auburn,300,g,4,,,,,https://www.woolworths.com.au/shop/productdetails/272574/lowan-cocoa-bombs
139,Macro,Firm Tofu,3.65,3.65,450,450,Auburn,450,g,3,,,,,https://www.woolworths.com.au/shop/productdetails/23038/macro-firm-tofu
141,Macro,Organic Rice Milk,1.65,1.65,1000,1000,Auburn,1000,ml,3.3,,1,Vitasoy,Rice Milk,https://www.woolworths.com.au/shop/productdetails/209424/vitasoy-rice-milk
143,Macro,Organic Soy Long Life Milk,1.6,1.6,1000,1000,Auburn,1000,ml,1.6,,,,,https://www.woolworths.com.au/shop/productdetails/215455/macro-organic-soy-long-life-milk
145,Macro,Organic Wholemeal Spaghetti,1.65,1.75,500,500,Auburn,500,g,1.65,,,,,https://www.woolworths.com.au/shop/productdetails/68343/macro-organic-wholemeal-spaghetti
147,Masterfoods,Heat and Eat Jaipur Vegetables,3.5,3.5,285,285,Auburn,NA,NA,NA,,,,,NA
149,Mayfair,Devon Slices,1.3,1.3,100,100,Auburn,100,g,1.3,,,,,https://www.woolworths.com.au/shop/productdetails/807898/mayfair-devon-slices
151,Morning Sun,Apricot and almond muesli,3.5,3.5,650,650,Auburn,650,g,4.5,,,,,https://www.woolworths.com.au/shop/productdetails/336408/morning-sun-apricot-and-almond-breakfast-cereal
153,Myrtle Creek,Cage Free Extra Large Eggs 12 Pack,3.95,3.95,700,700,Auburn,700,g,6.1,,1,Pace Farm,Extra Large Cage Free Eggs,https://www.woolworths.com.au/shop/productdetails/59790/pace-farm-12-extra-large-cage-free-eggs
155,Natures nutrients,Frozen chopped spinach,1,1,250,250,Auburn,250,g,0.95,,1,Bell Farms,Chopped Spinach,https://www.woolworths.com.au/shop/productdetails/516857/bell-farms-chopped-spinach
157,Neptune,Frozen Fish Fingers,5.4,5.4,1000,1000,Auburn,1000,g,10.5,,1,Birds Eye,Fish Fingers,https://www.woolworths.com.au/shop/productdetails/96336/birds-eye-fish-fingers
159,Nestle,Milo  Ready To Drink,4,4,600,600,Auburn,NA,NA,NA,,,,,NA
161,Nestle,Milo Ready To Drink 3 pack,4,4,600,600,Auburn,NA,NA,NA,,,,,NA
163,Nestle,Sustagen Vanilla Ready To Drink,5.9,5.9,750,750,Auburn,NA,NA,NA,,,,,NA
165,Oak,Iced coffee,4.5,4.5,2000,2000,Auburn,2000,ml,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/556119/oak-milk-iced-coffee
167,Oak,Strawberry milk,4.5,4.5,2000,2000,Auburn,2000,ml,5.5,,,,,https://www.woolworths.com.au/shop/productdetails/481884/oak-strawberry-milk
169,Pace,Pace Farm Fresh Jumbo Cage Eggs 12 pack,5,5.2,700,800,Auburn,800,g,5.4,,,,,https://www.woolworths.com.au/shop/productdetails/92941/pace-farm-12-jumbo-caged-eggs
171,Pauls,Greek Style Yoghurt 3.8%,10,10,2000,2000,Auburn,2000,g,12.4,,1,Jalna,Greek Yoghurt,https://www.woolworths.com.au/shop/productdetails/279766/jalna-greek-yoghurt
173,Primo,BBQ Sausages,5,5,800,800,Auburn,600,g,7,,1,Woolworths,8 Beef Sausages,https://www.woolworths.com.au/shop/productdetails/820196/woolworths-8-beef-sausages
175,Primo,Dairy Cocktail Franks,3.15,3.15,500,500,Auburn,1000,g,7.4,,,,,https://www.woolworths.com.au/shop/productdetails/185410/primo-cocktail-frankfurts-cocktail
177,Primo,Dairy Thin Franks,3.15,3.15,500,500,Auburn,1000,g,7.4,,1,Primo,Cocktail Frankfurts,https://www.woolworths.com.au/shop/productdetails/185410/primo-cocktail-frankfurts-cocktail
179,Primo,Frankfurts Slim,6.5,6.5,1000,1000,Auburn,1000,g,7.4,,1,Primo,Cocktail Frankfurts,https://www.woolworths.com.au/shop/productdetails/185410/primo-cocktail-frankfurts-cocktail
181,Pureharvest,Aussie Dream Rice Milk,2.2,2.2,1000,1000,Auburn,1000,ml,3.3,,1,Vitasoy,Rice Milk,https://www.woolworths.com.au/shop/productdetails/209424/vitasoy-rice-milk
183,Royal Ebi,Basa Cutlets,8.5,8.5,1000,1000,Auburn,1000,g,8,,1,Woolworths,Frozen Basa Fillets,https://www.woolworths.com.au/shop/productdetails/445352/woolworths-frozen-basa-fillets
185,Sanitarium,UP&GO Liquid Breakfast Choc Ice,4.8,9.7,1000,1500,Auburn,1500,ml,10.5,,,,,https://www.woolworths.com.au/shop/productdetails/167863/sanitarium-up-go-liquid-breakfast-choc-ice
187,Sanitarium,UP&GO Liquid Breakfast Choc Ice 3 pack,4.95,4.95,750,750,Auburn,750,ml,5.6,,,,,https://www.woolworths.com.au/shop/productdetails/32306/sanitarium-up-go-liquid-breakfast-choc-ice
189,Sanitarium,Up&go Liquid Breakfast Choc Ice 6 pack,9.7,9.7,1500,1500,Auburn,1500,ml,10.5,,,,,https://www.woolworths.com.au/shop/productdetails/167863/sanitarium-up-go-liquid-breakfast-choc-ice
191,Sanitarium,UP&GO Liquid Breakfast Strawberry,9.7,9.7,1500,1500,Auburn,1500,ml,10.5,,,,,https://www.woolworths.com.au/shop/productdetails/189655/sanitarium-up-go-liquid-breakfast-strawberry
193,Seacrown,Sardines in Vegetable oil,0.75,0.75,125,125,Auburn,125,g,0.85,,1,Deep Cove,Sardines in Oil,https://www.woolworths.com.au/shop/productdetails/83237/deep-cove-sardines-in-oil
195,Sunny Queen,Extra Large free range Eggs 12 Pack,5.5,5.5,700,700,Auburn,700,g,7.2,,,,,https://www.woolworths.com.au/shop/productdetails/77170/sunny-queen-12-extra-large-free-range-eggs
197,Sunrice,White Rice Premium Long Grain,2,2,1000,1000,Auburn,1000,g,2.4,,,,,https://www.woolworths.com.au/shop/productdetails/36493/sunrice-white-rice-premium-long-grain
199,Tablelands,Tablelands Dairy Free Buttery,2.1,2.1,500,500,Auburn,500,g,3.2,,,,,https://www.woolworths.com.au/shop/productdetails/768229/tablelands-dairy-free-buttery
201,Tamar Valley,Greek Yoghurt,6.4,6.4,1000,1000,Auburn,1000,g,8,,,,,https://www.woolworths.com.au/shop/productdetails/622935/tamar-valley-dairy-greek-style-yoghurt-natural
203,Tasti,Nut Bar Peanut Butter,5,5,420,420,Auburn,420,g,5.7,,,,,https://www.woolworths.com.au/shop/productdetails/116269/tasti-nut-bar-peanut-butter
205,TCC,TCC Light Coconut Milk,1.5,1.5,400,400,Auburn,400,ml,2.3,,,,,https://www.woolworths.com.au/shop/productdetails/58926/tcc-coconut-milk-lite
207,The Alternative Meat Co,Bean Supreme Black Bean Beetroot Burger 4 pack,8,8,340,340,Auburn,NA,NA,NA,,,,,NA
209,The Odd Bunch,Nectarine,2.3,2.3,1000,1000,Auburn,NA,NA,NA,,,,,NA
211,The Odd Bunch,Pear,3.5,3.5,1000,1000,Auburn,1000,g,2.3,,,,,https://www.woolworths.com.au/shop/productdetails/800774/the-odd-bunch-pear-prepacked
213,Thirst busters,Fruit cup cordial,2.2,2.2,2000,2000,Auburn,2000,ml,5,,1,Golden Circle,Fruit Cup Cordial,https://www.woolworths.com.au/shop/productdetails/40448/golden-circle-fruit-cup-cordial-pineapple-drink-cordials
215,Toscano,Traditional Butter Waffles 4 pack,5.5,5.5,360,360,Auburn,360,g,7.5,,,,,https://www.woolworths.com.au/shop/productdetails/785629/toscano-waffles
217,Toscano,Waffles,5.5,5.5,360,360,Auburn,360,g,7.5,,,,,https://www.woolworths.com.au/shop/productdetails/785629/toscano-waffles
219,Uncle Toby's,Natural Style muesli,7.5,7.5,1000,1000,Auburn,1000,g,9,6.5,1,Uncle Tobys,Natural Style Swiss Blend Muesli Breakfast Cereal,https://www.woolworths.com.au/shop/productdetails/36370/uncle-tobys-natural-style-swiss-blend-muesli-breakfast-cereal
221,Uncle Tobys,Oats Quick Sachets Creamy Honey Porridge,6,6,420,420,Auburn,350,g,6.3,5,,,,https://www.woolworths.com.au/shop/productdetails/148364/uncle-tobys-oats-quick-sachets-creamy-honey-porridge
223,Verity,Prunes Large,6,6,750,750,Auburn,750,g,6.7,,,,,https://www.woolworths.com.au/shop/productdetails/91837/verity-prunes-large
225,Vogels,Classic Golden Baked Cluster Crunch,6.8,6.8,500,500,Auburn,NA,NA,NA,,,,,NA
227,Western star,Unsalted Butter,4,4,250,250,Auburn,250,g,5.2,,,,,https://www.woolworths.com.au/shop/productdetails/224659/western-star-chef-s-choice-unsalted-butter
229,Woolworths,12 Extra Large Cage Free Eggs,3.95,3.95,700,700,Auburn,700,g,4.6,,,,,https://www.woolworths.com.au/shop/productdetails/175902/woolworths-12-extra-large-cage-free-eggs
231,Woolworths,12 Extra Large Free Range Eggs,4.5,4.5,600,600,Auburn,700,g,4.6,,,,,https://www.woolworths.com.au/shop/productdetails/175902/woolworths-12-extra-large-cage-free-eggs
233,Woolworths,Apple juice,2,2,2000,2000,Auburn,2000,ml,2.8,,,,,https://www.woolworths.com.au/shop/productdetails/825527/woolworths-apple-juice
235,Woolworths,Apple Pie Family,3.2,3.2,600,600,Auburn,600,g,3.6,,,,,https://www.woolworths.com.au/shop/productdetails/763594/woolworths-apple-pie-family
237,Woolworths,Australian Butter Unsalted,3.25,3.25,250,250,Auburn,250,g,4.3,,,,,https://www.woolworths.com.au/shop/productdetails/68977/woolworths-australian-butter-unsalted
239,Woolworths,Baby cabbage,2.9,2.9,750,750,Auburn,,,,,,,,
241,Woolworths,Baby leaf salad with beetroot,4,4,180,180,Auburn,180,g,4,,,,,https://www.woolworths.com.au/shop/productdetails/317566/woolworths-baby-leaf-beetroot-salad-with-beetroot-bag
243,Woolworths,Baked Beans In Tomato Sauce,0.65,0.65,420,420,Auburn,420,g,1.1,,,,,https://www.woolworths.com.au/shop/productdetails/47682/woolworths-baked-beans-in-tomato-sauce
245,Woolworths,Beef Mince,11.5,11.5,1000,1000,Auburn,1000,g,12,,,,,https://www.woolworths.com.au/shop/productdetails/577864/woolworths-beef-mince
247,Woolworths,Blueberry Muffins,3.5,3.5,420,420,Auburn,420,g,4.7,,,,,https://www.woolworths.com.au/shop/productdetails/883001/woolworths-blueberry-muffins
249,Woolworths,Bread Grain Loaf,3,3,800,800,Auburn,800,g,3.5,,,,,https://www.woolworths.com.au/shop/productdetails/233155/woolworths-bread-grain-loaf
251,Woolworths,Bread Rolls Soft Wholegrain Lunch 6pk,2,2,420,420,Auburn,420,g,2.5,,1,Woolworths,Bread Rolls Soft Wholemeal Lunch 6 Pack,https://www.woolworths.com.au/shop/productdetails/27806/woolworths-bread-rolls-soft-wholemeal-lunch
253,Woolworths,Bread Wholemeal Loaf,2,2,680,680,Auburn,750,g,3.9,,1,Woolworths,Country Load Wholemeal,https://www.woolworths.com.au/shop/productdetails/433887/woolworths-country-loaf-wholemeal
255,Woolworths,Broccoli florets,2.5,2.5,500,500,Auburn,500,g,3.8,,,,,https://www.woolworths.com.au/shop/productdetails/768559/woolworths-broccoli-florets
257,Woolworths,Brushed Potatoes,5.5,5.5,2000,4000,Auburn,2000,g,6,,,,,https://www.woolworths.com.au/shop/productdetails/244637/woolworths-brushed-potatoes-bag
259,Woolworths,Canola Oil,2.5,2.5,750,750,Auburn,750,ml,3.95,,,,,https://www.woolworths.com.au/shop/productdetails/750736/woolworths-canola-oil
261,Woolworths,Cheese Rings,1.85,1.85,190,190,Auburn,190,g,2.3,,,,,https://www.woolworths.com.au/shop/productdetails/434121/woolworths-cheese-rings
263,Woolworths,Chicken Blasts,1.4,1.4,200,200,Auburn,200,g,1.8,,,,,https://www.woolworths.com.au/shop/productdetails/531518/woolworths-chicken-blasts
265,Woolworths,Chicken Drumsticks,4,4,1000,1000,Auburn,1000,g,7.6,,,,,https://www.woolworths.com.au/shop/productdetails/169014/woolworths-chicken-drumsticks
267,Woolworths,Chicken Wings,5.5,5.5,1000,1000,Auburn,1380,g,15.3,,1,Woolworths,RSPCA Approved Chicken Wings,https://www.woolworths.com.au/shop/productdetails/354016/woolworths-chicken-rscpa-approved-chicken-wings
269,Woolworths,Chickpea no added salt,0.8,0.8,420,420,Auburn,420,g,1,,,,,https://www.woolworths.com.au/shop/productdetails/259399/woolworths-chickpeas-no-added-salt
271,Woolworths,Chips Crinkle Cut Original,1.6,1.6,175,175,Auburn,175,g,2.3,,,,,https://www.woolworths.com.au/shop/productdetails/725808/woolworths-crinkle-cut-chips-original-crinkle-cut-original
273,Woolworths,Choc Hazelnut spread,4.3,4.3,750,750,Auburn,750,g,9.75,,1,Nutella,Hazelnut Chocolate Spread,https://www.woolworths.com.au/shop/productdetails/147314/nutella-hazelnut-chocolate-spread-spread
275,Woolworths,Chunky Steakhouse Chips,2,2,1000,1000,Auburn,900,g,4.5,,1,Mccain,Superfries Steak Cut,https://www.woolworths.com.au/shop/productdetails/662932/mccain-superfries-steak-cut
277,Woolworths,Classic Coleslaw,6.5,6.5,800,800,Auburn,800,g,7,,,,,https://www.woolworths.com.au/shop/productdetails/311534/woolworths-classic-coleslaw
279,Woolworths,Cocktail Frankfurts,2.5,2.5,500,500,Auburn,500,g,2.9,,,,,https://www.woolworths.com.au/shop/productdetails/625347/woolworths-cocktail-frankfurts
281,Woolworths,Cocoa Puffs,3.15,3.15,500,500,Auburn,500,g,3.2,,,,,https://www.woolworths.com.au/shop/productdetails/87919/woolworths-cocoa-puffs
283,Woolworths,Cola,1,1,1000,1000,Auburn,1250,ml,1.1,,,,,https://www.woolworths.com.au/shop/productdetails/756022/woolworths-cola-bottle
285,Woolworths,Corn Chips Supreme,1.9,1.9,200,200,Auburn,200,g,2.3,,,,,https://www.woolworths.com.au/shop/productdetails/434041/woolworths-corn-chips-supreme
287,Woolworths,Country Loaf Wholemeal,2.7,2.7,750,750,Auburn,750,g,3.9,,,,,https://www.woolworths.com.au/shop/productdetails/433887/woolworths-country-loaf-wholemeal
289,Woolworths,Creamy Potato Salad,6.5,6.5,800,800,Auburn,800,g,7,,,,,https://www.woolworths.com.au/shop/productdetails/793189/woolworths-creamy-potato-salad
291,Woolworths,Crispy rice pops,1.8,1.8,350,350,Auburn,370,g,2.85,,,,,https://www.woolworths.com.au/shop/productdetails/202801/woolworths-crispy-rice-pops
293,Woolworths,Crumpets,1.35,1.35,300,300,Auburn,300,g,2,,,,,https://www.woolworths.com.au/shop/productdetails/224739/woolworths-crumpets
295,Woolworths,Crunchy Corn flakes,2.5,2.5,700,700,Auburn,700,g,2.8,,,,,https://www.woolworths.com.au/shop/productdetails/71792/woolworths-crunchy-corn-flakes
297,Woolworths,Crunchy Honey Poppas,4.3,4.3,650,650,Auburn,650,g,4.3,,,,,https://www.woolworths.com.au/shop/productdetails/84893/woolworths-crunchy-honey-poppas
299,Woolworths,Drought Relief Full Cream Milk,2.39,2.39,2000,2000,Auburn,2000,ml,3.1,,1,Woolworths,Full Cream Milk,https://www.woolworths.com.au/shop/productdetails/888137/woolworths-full-cream-milk
