,category,desc,brand,item_name,product_size,product_cost,unit_price_100
158,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Woolworths,Essentials Processed Bran Sticks,500,1.79,0.358
159,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Be Natural,Breakfast Cereal With 5 Whole Grain Flakes,325,4,1.230769231
160,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Lowan,Muesli Apricot & Almond,650,4.5,0.692307692
161,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Coles,Toasted original muesli,750,3.5,0.466666667
162,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Uncle Toby's,Natural Style muesli,1000,7.5,0.75
163,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Woolworths,Free From Gluten Cereal Cornflakes,375,3,0.8
164,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Woolworths,Essentials Processed Bran Sticks,500,1.79,0.358
165,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Be Natural,Breakfast Cereal With 5 Whole Grain Flakes,325,4,1.230769231
166,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Lowan,Muesli Apricot & Almond,650,4.5,0.692307692
167,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Coles,Toasted original muesli,750,3.5,0.466666667
168,"Breakfast cereal, RTE, unfortified, sugars ≤20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli varieties, lower in sugar. Eg, Puffed wheat, natural muesli",Morning Sun,Apricot and almond muesli,650,3.5,0.538461538
169,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Lowan,Cereal Cocoa Bombs,350,4,1.142857143
170,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Vogels,Classic Golden Baked Cluster Crunch,500,6.8,1.36
171,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Farmers Co.,Bush Foods Breakfast Cereal,500,5.35,1.07
172,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Jordans,Crispy Oat Clusters Berry,500,7,1.4
173,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Farmer's Co,Bush Foods Breakfast Cereal,500,5.35,1.07
174,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Lowan ,Cocoa Bombs,350,4,1.142857143
175,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Lowan,Cereal Cocoa Bombs,350,4,1.142857143
176,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Vogels,Classic Golden Baked Cluster Crunch,500,6.8,1.36
177,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Farmers Co.,Bush Foods Breakfast Cereal,500,5.35,1.07
178,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Jordans,Crispy Oat Clusters Berry,500,7,1.4
179,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Dick Smith's,Bush Foods Breakfast Cereal,500,5.35,1.07
180,"Breakfast cereal, RTE, unfortified, sugars >20g/100g","Unfortified ready‐to‐eat breakfast cereals and muesli high in sugar. Eg, muesli with sugar and syrup added",Lowan ,Cocoa Bombs,350,4,1.142857143
181,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Woolworths,Rolled Traditional Oats,750,1.4,0.186666667
182,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Uncle Tobys,Oats Quick Sachets Creamy Honey Porridge,420,6,1.428571429
183,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Lowan,Quick Oats,1000,4,0.4
184,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Heritage Mill,Quick Oats,1000,3.5,0.35
185,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Coles,Rolled Oats,900,1.65,0.183333333
186,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Coles,Quick Oats Creamy Honey Porridge 12 Sachets,420,4,0.952380952
187,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Woolworths,Rolled Traditional Oats,750,1.4,0.186666667
188,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Uncle Tobys,Oats Quick Sachets Creamy Honey Porridge,420,6,1.428571429
189,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Lowan,Quick Oats,1000,4,0.4
190,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Heritage Mill,Quick Oats,1000,3.5,0.35
191,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Coles,Rolled Oats,900,1.65,0.183333333
192,Hot porridge,"Porridge with and without (milk, sugar, honey and dried fruit)",Coles,Quick Oats Creamy Honey Porridge 12 Sachets,420,4,0.952380952
193,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Woolworths,Traditional Cracker,250,0.97,0.388
194,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Woolworths,Snapz Original,250,1.5,0.6
195,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Woolworths,Chicken Blasts,200,1.4,0.7
196,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Coles,Cracker Squares,250,0.95,0.38
197,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Coles,Chicken Snack Bites,200,1.4,0.7
198,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Coles,Original Water Crackers,125,0.95,0.76
199,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Woolworths,Traditional Cracker,250,0.97,0.388
200,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Woolworths,Snapz Original,250,1.5,0.6
201,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Woolworths,Chicken Blasts,200,1.4,0.7
202,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Coles,Cracker Squares,250,0.95,0.38
203,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Coles,Chicken Snack Bites,200,1.4,0.7
204,Savoury biscuits,"Crackers, wafers, rice cakes, and crispbreads,",Coles,Original Water Crackers,125,0.95,0.76
205,Muffins and scones,Un‐iced cake‐style muffins and scones,Woolworths,Blueberry Muffins,420,3.5,0.833333333
206,Muffins and scones,Un‐iced cake‐style muffins and scones,Woolworths,Mini Banana Muffin,320,3.5,1.09375
207,Muffins and scones,Un‐iced cake‐style muffins and scones,Great Temptations,Gluten Free Orange & Poppy Seed Muffins,180,5,2.777777778
208,Muffins and scones,Un‐iced cake‐style muffins and scones,Coles,Blueberry Muffins 4 pack,480,3.5,0.729166667
209,Muffins and scones,Un‐iced cake‐style muffins and scones,Coles,Bakery buttermilk scones 6 pack,405,4.5,1.111111111
210,Muffins and scones,Un‐iced cake‐style muffins and scones,Coles,Bakery rock cakes 6 pack,252,3.95,1.567460317
211,Muffins and scones,Un‐iced cake‐style muffins and scones,Woolworths,Blueberry Muffins,420,3.5,0.833333333
212,Muffins and scones,Un‐iced cake‐style muffins and scones,Woolworths,Mini Banana Muffin,320,3.5,1.09375
213,Muffins and scones,Un‐iced cake‐style muffins and scones,Bare Bakers,Double Choc Muffin Bar,185,5.5,2.972972973
214,Muffins and scones,Un‐iced cake‐style muffins and scones,Coles,Blueberry Muffins 4 pack,480,3.5,0.729166667
215,Muffins and scones,Un‐iced cake‐style muffins and scones,Coles,Bakery buttermilk scones 6 pack,405,4.5,1.111111111
216,Muffins and scones,Un‐iced cake‐style muffins and scones,Coles,Bakery rock cakes 6 pack,252,3.95,1.567460317
217,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Toscano,Waffles,360,5.5,1.527777778
218,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Woolworths,Crumpets,300,1.35,0.45
219,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Woolworths,Pikelets,200,2,1
220,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Toscano,Traditional Butter Waffles 4 pack,360,5.5,1.527777778
221,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Coles,Round Crumpets 6 pack,300,1.35,0.45
222,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Coles,Pikelets 8 Pack,200,3,1.5
223,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Golden,Waffles light and buttery,220,5,2.272727273
224,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Woolworths,Crumpets,300,1.35,0.45
225,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Woolworths,Pikelets,200,2,1
226,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Toscano,Traditional Butter Waffles 4 pack,360,5.5,1.527777778
227,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Coles,Round Crumpets 6 pack,300,1.35,0.45
228,Batter‐based products,"Crepes, pancakes, pikelet, waffles, fritters, Yorkshire pudding, crumpets without additions.",Coles,Pikelets 8 Pack,200,3,1.5
229,Solid fats,Butter and other solid fats,Woolworths,Essentials Salted Butter,500,5,1
230,Solid fats,Butter and other solid fats,Woolworths,Essentials Unsalted butter,500,5,1
231,Solid fats,Butter and other solid fats,Woolworths,Australian Butter Unsalted,250,3.25,1.3
232,Solid fats,Butter and other solid fats,Coles,Salted Butter,500,5,1
233,Solid fats,Butter and other solid fats,Western star,Unsalted Butter,250,4,1.6
234,Solid fats,Butter and other solid fats,Coles,Butter Pat,500,5.6,1.12
235,Solid fats,Butter and other solid fats,Woolworths,Essentials Salted Butter,500,5,1
236,Solid fats,Butter and other solid fats,Woolworths,Essentials Unsalted butter,500,5,1
237,Solid fats,Butter and other solid fats,Woolworths,Australian Butter Unsalted,250,3.25,1.3
238,Solid fats,Butter and other solid fats,Coles,Salted Butter,500,5,1
239,Solid fats,Butter and other solid fats,Western star,Unsalted Butter,250,4,1.6
240,Solid fats,Butter and other solid fats,Coles,Butter Pat,500,5.6,1.12
241,Oils,Vegetable and seed-based cooking oils,Woolworths,Sunflower Oil,750,2.5,0.333333333
242,Oils,Vegetable and seed-based cooking oils,Woolworths,Canola Oil,750,2.5,0.333333333
243,Oils,Vegetable and seed-based cooking oils,Woolworths,Vegetable Oil,750,2.5,0.333333333
244,Oils,Vegetable and seed-based cooking oils,Coles,Canola Oil,750,2.5,0.333333333
245,Oils,Vegetable and seed-based cooking oils,Coles,Vegetable Oil Blended,750,2.5,0.333333333
246,Oils,Vegetable and seed-based cooking oils,Coles,Sunflower Oil,750,2.5,0.333333333
247,Oils,Vegetable and seed-based cooking oils,Woolworths,Sunflower Oil,750,2.5,0.333333333
248,Oils,Vegetable and seed-based cooking oils,Woolworths,Canola Oil,750,2.5,0.333333333
249,Oils,Vegetable and seed-based cooking oils,Woolworths,Vegetable Oil,750,2.5,0.333333333
250,Oils,Vegetable and seed-based cooking oils,Coles,Canola Oil,750,2.5,0.333333333
251,Oils,Vegetable and seed-based cooking oils,Coles,Vegetable Oil Blended,750,2.5,0.333333333
252,Oils,Vegetable and seed-based cooking oils,Coles,Sunflower Oil,750,2.5,0.333333333
253,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Woolworths,Essentials Table Spread Soft And Spreadable,500,1.6,0.32
254,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Woolworths,Woolworths Spread Olive Oil,500,2,0.4
255,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Tablelands,Tablelands Dairy Free Buttery,500,2.1,0.42
256,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Coles,Regular Spread,500,1.4,0.28
257,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Coles,Canola Spread,500,2,0.4
258,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Coles,Light Olive Oil Spread,500,2,0.4
259,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Woolworths,Essentials Table Spread Soft And Spreadable,500,1.6,0.32
260,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Woolworths,Woolworths Spread Olive Oil,500,2,0.4
261,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Tablelands,Tablelands Dairy Free Buttery,500,2.1,0.42
262,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Coles,Regular Spread,500,1.4,0.28
263,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Coles,Canola Spread,500,2,0.4
264,Margarines and margarine-like spreads,"Dairy blends, margarines and table spreads",Coles,Light Olive Oil Spread,500,2,0.4
265,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Woolworths,Frozen Basa Fillets,1000,8,0.8
266,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Just Caught,Whiting Fillets Skin On,1000,12,1.2
267,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Boston Bay,Mussels Cooked,500,7,1.4
268,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Royal Ebi,Basa Cutlets,1000,8.5,0.85
269,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Hanabi,Pineapple cut squid,1000,14.95,1.495
270,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Coles,Coles Deli Thawed Barramundi Fillets,1000,14,1.4
271,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Woolworths,Frozen Basa Fillets,1000,8,0.8
272,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Just Caught,Whiting Fillets Skin On,1000,12,1.2
273,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Woolworths,Greenshell mussels,1000,7.5,0.75
274,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",I&J,The Finest Frozen Basa Fillets,1000,9,0.9
275,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",I&J,The Finest Frozen Squid Tubes,1000,12,1.2
276,"Fish, unprocessed, without additions","Fish (baked, boiled, roasted, smoked). Crabs, prawns, scallops, squid",Coles,Coles Deli Thawed Barramundi Fillets,1000,14,1.4
277,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Just Caught,Crumbed Pollock Fillets,1000,12,1.2
278,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Woolworths,Frozen Fish Fillets Battered,1000,8,0.8
279,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",I & J,Fish Fillets Beer Battered,1030,11,1.067961165
280,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Coles,Frozen Original Crumbed White Fish Fillets,1000,8,0.8
281,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Neptune,Frozen Fish Fingers,1000,5.4,0.54
282,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Coles,Frozen Beer Battered White Fish Fillet 6 pack,425,4.6,1.082352941
283,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Just Caught,Crumbed Pollock Fillets,1000,12,1.2
284,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Woolworths,Frozen Fish Fillets Battered,1000,8,0.8
285,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",I & J,Fish Fillets Beer Battered,1030,11,1.067961165
286,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Coles,Frozen Original Crumbed White Fish Fillets,1000,8,0.8
287,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Neptune,Frozen Fish Fingers,1000,5.4,0.54
288,"Fish, processed, battered or crumbed","Fish and shellfish, battered and fried",Coles,Frozen Beer Battered White Fish Fillet 6 pack,425,4.6,1.082352941
289,"Fish, processed, tinned",Canned and processed fish,Woolworths,Essentials tuna in Oil,185,1.3,0.702702703
290,"Fish, processed, tinned",Canned and processed fish,Deep Cove,Sardines in springwater,125,0.75,0.6
291,"Fish, processed, tinned",Canned and processed fish,Woolworths,Salmon Lemon and Thyme,95,1.3,1.368421053
292,"Fish, processed, tinned",Canned and processed fish,Seacrown,Sardines in Vegetable oil,125,0.75,0.6
293,"Fish, processed, tinned",Canned and processed fish,Coles,Tuna in Springwater,185,1.3,0.702702703
294,"Fish, processed, tinned",Canned and processed fish,Coles,Pink salmon in springwater,95,1.2,1.263157895
295,"Fish, processed, tinned",Canned and processed fish,Woolworths,Essentials tuna in Oil,185,1.3,0.702702703
296,"Fish, processed, tinned",Canned and processed fish,Deep Cove,Sardines in springwater,125,0.75,0.6
297,"Fish, processed, tinned",Canned and processed fish,Seacrown,Sardines in Vegetable oil,125,0.75,0.6
298,"Fish, processed, tinned",Canned and processed fish,Coles,Tuna in Springwater,185,1.3,0.702702703
299,"Fish, processed, tinned",Canned and processed fish,Coles,Pink salmon in springwater,95,1.2,1.263157895
300,"Fish, processed, tinned",Canned and processed fish,Woolworths,Salmon Lemon and Thyme,95,1.3,1.368421053
301,Fruit,Raw fruits and fruit salads,Woolworths,Fresh Packham Pear,1000,3.9,0.39
302,Fruit,Raw fruits and fruit salads,Woolworths,Granny smith apple,1000,5.5,0.55
303,Fruit,Raw fruits and fruit salads,The Odd Bunch,Pear,1000,3.5,0.35
304,Fruit,Raw fruits and fruit salads,Coles,Fresh Packham Pear,1000,3.9,0.39
305,Fruit,Raw fruits and fruit salads,Coles,Granny smith apple,1000,5,0.5
306,Fruit,Raw fruits and fruit salads,Coles,Kids Bananas,1000,3.5,0.35
307,Fruit,Raw fruits and fruit salads,Woolworths,Fresh Packham Pear,1000,3.9,0.39
308,Fruit,Raw fruits and fruit salads,Woolworths,Granny smith apple,1000,5.5,0.55
309,Fruit,Raw fruits and fruit salads,The Odd Bunch,Nectarine,1000,2.3,0.23
310,Fruit,Raw fruits and fruit salads,Coles,Fresh Packham Pear,1000,3.9,0.39
311,Fruit,Raw fruits and fruit salads,Coles,Granny smith apple,1000,5,0.5
312,Fruit,Raw fruits and fruit salads,Coles,Banana cavendish,1000,1.99,0.199
313,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Woolworths,Pineapple Slices In Juice,425,1.1,0.258823529
314,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Woolworths,Pineapple In Juice,500,2.2,0.44
315,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Woolworths,Peach Slices in Juice,410,2,0.487804878
316,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Coles,Pear Slices In Juice Canned,410,2,0.487804878
317,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Coles,Pink Lady Apple Slices in Juice Canned,410,2,0.487804878
318,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Dole,Pineapple in Juice,695,3.5,0.503597122
319,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Woolworths,Pineapple Slices In Juice,425,1.1,0.258823529
320,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Woolworths,Pineapple In Juice,500,2.2,0.44
321,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Woolworths,Peach Slices in Juice,410,2,0.487804878
322,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Coles,Pear Slices In Juice Canned,410,2,0.487804878
323,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Coles,Pink Lady Apple Slices in Juice Canned,410,2,0.487804878
324,"Commercial fruit, in brine or juice","Canned fruits (drained, with juice)",Dole,Pineapple in Juice,695,3.5,0.503597122
325,"Commercial fruit, in syrup",Canned fruits (in syrup),Woolworths,Mango Slices In Syrup,425,1.55,0.364705882
326,"Commercial fruit, in syrup",Canned fruits (in syrup),Woolworths,Mandarin Canned,310,1.75,0.564516129
327,"Commercial fruit, in syrup",Canned fruits (in syrup),Woolworths,Lychees In Syrup,560,2.75,0.491071429
328,"Commercial fruit, in syrup",Canned fruits (in syrup),Coles,Pineapple Pieces in Syrup,425,1.1,0.258823529
329,"Commercial fruit, in syrup",Canned fruits (in syrup),Coles,Mango Slices In Syrup,425,1.55,0.364705882
330,"Commercial fruit, in syrup",Canned fruits (in syrup),Coles,Pineapple in Syrup Fruit Cups 4 Pack,480,2.2,0.458333333
331,"Commercial fruit, in syrup",Canned fruits (in syrup),Woolworths,Mango Slices In Syrup,425,1.55,0.364705882
332,"Commercial fruit, in syrup",Canned fruits (in syrup),Woolworths,Mandarin Canned,310,1.75,0.564516129
333,"Commercial fruit, in syrup",Canned fruits (in syrup),Woolworths,Lychees In Syrup,560,2.75,0.491071429
334,"Commercial fruit, in syrup",Canned fruits (in syrup),Coles,Pineapple Pieces in Syrup,425,1.1,0.258823529
335,"Commercial fruit, in syrup",Canned fruits (in syrup),Coles,Mango Slices In Syrup,425,1.55,0.364705882
336,"Commercial fruit, in syrup",Canned fruits (in syrup),Coles,Pineapple in Syrup Fruit Cups 4 Pack,480,2.2,0.458333333
337,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Woolworths,Sultanas,1000,5,0.5
338,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Verity,Prunes Large,750,6,0.8
339,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Woolworths,Pitted Dates,500,1.75,0.35
340,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Coles,100% Australian Sultanas,1000,5,0.5
341,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Coles,Dried Pitted Dates,500,1.75,0.35
342,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Coles,Mixed Dried Fruit,375,2.3,0.613333333
343,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Woolworths,Sultanas,1000,5,0.5
344,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Verity,Prunes Large,750,6,0.8
345,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Woolworths,Pitted Dates,500,1.75,0.35
346,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Coles,100% Australian Sultanas,1000,5,0.5
347,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Coles,Dried Pitted Dates,500,1.75,0.35
348,Dried fruit,"Prunes, raisins, sultanas, dates, figs",Coles,Mixed Dried Fruit,375,2.3,0.613333333
349,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Just 4 You,12 Extra Large Caged Eggs,700,3.5,0.5
350,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Woolworths,12 Extra Large Cage Free Eggs,700,3.95,0.564285714
351,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Woolworths,12 Extra Large Free Range Eggs,600,4.5,0.75
352,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Farm Pride,Farm Fresh Cage Eggs 12 pack,700,3.5,0.5
353,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Sunny Queen,Extra Large free range Eggs 12 Pack,700,5.5,0.785714286
354,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Pace,Pace Farm Fresh Jumbo Cage Eggs 12 pack,800,5,0.625
355,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Just 4 You,12 Extra Large Caged Eggs,700,3.5,0.5
356,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Woolworths,12 Extra Large Cage Free Eggs,700,3.95,0.564285714
357,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Woolworths,12 Extra Large Free Range Eggs,600,4.5,0.75
358,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Farm Pride,Farm Fresh Cage Eggs 12 pack,700,3.5,0.5
359,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Myrtle Creek,Cage Free Extra Large Eggs 12 Pack,700,3.95,0.564285714
360,"Eggs, without additions","Eggs, plain (poached, hard-boiled)",Pace,Pace Farm Fresh Jumbo Cage Eggs 12 pack,700,5.2,0.742857143
361,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Woolworths,Lean Beef Mince,1000,14.5,1.45
362,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Woolworths,Heart Smart Extra Lean Beef Mince,500,9,1.8
363,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Woolworths,Heart Smart Extra Lean Pork Mince,500,8,1.6
364,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Coles,5 Star Extra Lean Beef Mince,500,9,1.8
365,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Coles,Pork 5 Star Mince Extra Lean,500,8,1.6
366,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Coles,Lamb leg steaks middle eastern rub,450,14.5,3.222222222
367,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Woolworths,Lean Beef Mince,1000,14.5,1.45
368,"Red meat, fat fully-trimmed","Beef, lamb, pork, veal, kangaroo with fat fully removed",Woolworths,Heart Smart Extra Lean Beef Mince,500,9,1.8
